Status	Age	3275.94cm	2922.99cm	2853.55cm	1635.56cm	1540.09cm	1457.15cm	1379.04cm	1155.31	1076.23cm	1028.97cm	525.57cm
SF	old	0.19159	0.17376	0.138	0.24905	0.22589	0.16955	0.1725	0.17812	0.28533	0.36942	0.39716
SF	old	0.07461	0.05894	0.05109	0.08577	0.0807	0.06367	0.0595	0.06335	0.07263	0.09545	0.1139
SF	old	0.13852	0.14738	0.11582	0.20237	0.19072	0.14099	0.13722	0.14152	0.20274	0.25096	0.29279
SF	old	0.1175	0.15049	0.11822	0.18853	0.18101	0.1384	0.13318	0.14155	0.19342	0.23479	0.28373
SF	old	0.18222	0.19108	0.14738	0.2824	0.26651	0.18861	0.18786	0.18423	0.27306	0.34076	0.4176
SF	old	0.07174	0.07913	0.06608	0.13483	0.12973	0.09415	0.09022	0.09201	0.11679	0.14342	0.18674
SF	old	0.1213	0.13587	0.10928	0.17514	0.17118	0.13289	0.12655	0.12453	0.14778	0.1761	0.2214
SF	old	0.12518	0.17904	0.13508	0.16095	0.14945	0.13376	0.12895	0.15557	0.19387	0.22643	0.24387
SF	old	0.09435	0.18668	0.13862	0.17695	0.16889	0.13936	0.13487	0.1531	0.2015	0.23138	0.26573
SF	old	0.13208	0.18691	0.14074	0.2133	0.20056	0.15403	0.15265	0.16307	0.23767	0.27885	0.31816
SF	old	0.05257	0.12448	0.09532	0.11051	0.10862	0.09935	0.09372	0.11649	0.13629	0.14979	0.17477
SF	old	0.05376	0.13787	0.10481	0.11491	0.11223	0.10813	0.10034	0.12808	0.13955	0.14887	0.17589
SF	old	0.10052	0.13119	0.09957	0.15296	0.14433	0.11151	0.10934	0.11452	0.14829	0.16617	0.19319
SF	old	0.14529	0.17485	0.13359	0.22808	0.2102	0.15916	0.1619	0.165	0.26927	0.33388	0.37019
SF	old	0.14166	0.19121	0.14589	0.21851	0.20369	0.16663	0.1642	0.17292	0.24924	0.3044	0.34318
SF	old	0.12663	0.17033	0.12842	0.15189	0.13954	0.1114	0.1094	0.11742	0.17874	0.20922	0.22225
SF	old	0.10389	0.12292	0.0946	0.15533	0.1454	0.11151	0.11049	0.1146	0.15854	0.18303	0.19666
SF	old	0.14528	0.17678	0.13485	0.20155	0.184	0.15234	0.15135	0.16994	0.24713	0.29764	0.3099
SF	old	0.12144	0.17845	0.13327	0.203	0.19113	0.15184	0.1505	0.16238	0.22817	0.26472	0.30305
SF	old	0.10864	0.19312	0.14461	0.18816	0.18162	0.15504	0.14885	0.16081	0.20857	0.23385	0.28395
SF	old	0.07625	0.19893	0.1462	0.12291	0.11908	0.12193	0.10971	0.15595	0.16102	0.17334	0.19751
SF	old	0.1756	0.19524	0.14659	0.28366	0.26208	0.18308	0.18778	0.1863	0.30705	0.38447	0.4251
SF	old	0.08738	0.18825	0.13975	0.16212	0.1562	0.1399	0.132	0.15335	0.18429	0.20571	0.23742
SF	old	0.14194	0.19192	0.14361	0.22823	0.2171	0.16587	0.1654	0.17394	0.24495	0.28344	0.33942
SF	old	0.17008	0.1964	0.14866	0.2631	0.2445	0.1777	0.18107	0.18227	0.28912	0.35157	0.39859
SF	old	0.13688	0.19883	0.14803	0.24686	0.23568	0.17419	0.17458	0.17806	0.26004	0.30332	0.36928
SF	old	0.0592	0.10505	0.08006	0.10801	0.10261	0.08589	0.08274	0.09309	0.11477	0.12609	0.14588
SF	old	0.08805	0.17462	0.12496	0.18127	0.16419	0.13124	0.1346	0.14962	0.19371	0.19881	0.22224
SF	old	0.10872	0.15515	0.11381	0.17483	0.15549	0.12389	0.13441	0.1473	0.21418	0.25188	0.24104
SF	old	0.11747	0.17645	0.12719	0.2057	0.18857	0.13969	0.14274	0.13312	0.18505	0.17352	0.20896
SF	old	0.10542	0.19232	0.13643	0.19603	0.17748	0.14454	0.14635	0.16497	0.19708	0.20208	0.22723
SF	old	0.11249	0.21162	0.15194	0.23387	0.21264	0.17476	0.17874	0.19365	0.25883	0.28083	0.31619
SF	old	0.10165	0.18976	0.13437	0.16936	0.15404	0.12999	0.13598	0.15683	0.21552	0.24099	0.25441
SF	old	0.11975	0.19592	0.14235	0.22255	0.20239	0.16784	0.1711	0.17728	0.24293	0.25848	0.27988
SF	old	0.08708	0.19884	0.14115	0.13491	0.11926	0.12172	0.12083	0.17119	0.2111	0.23701	0.22411
SF	old	0.0823	0.16421	0.11695	0.13849	0.12224	0.1128	0.11492	0.14746	0.18209	0.20061	0.20162
SF	old	0.14712	0.20228	0.14449	0.18162	0.1561	0.14502	0.15193	0.20019	0.26915	0.33208	0.31728
SF	old	0.12228	0.20215	0.14552	0.22383	0.19904	0.16455	0.16681	0.19873	0.24443	0.27734	0.30421
SF	old	0.13293	0.20272	0.14479	0.21156	0.18546	0.15451	0.15843	0.19423	0.24389	0.28406	0.29407
SF	old	0.12211	0.19094	0.13883	0.17084	0.15367	0.13581	0.13778	0.1714	0.21846	0.25706	0.26434
SF	old	0.11686	0.18907	0.13548	0.22041	0.19487	0.15655	0.1593	0.19895	0.23937	0.28507	0.31159
SF	old	0.07664	0.15874	0.11738	0.13018	0.11925	0.10604	0.10206	0.12485	0.14574	0.15876	0.17109
SF	old	0.11229	0.17059	0.12521	0.19686	0.17565	0.14102	0.1451	0.16704	0.2189	0.25672	0.28401
SF	old	0.08627	0.19791	0.14278	0.13461	0.12273	0.12635	0.12108	0.17304	0.19097	0.22232	0.23372
SF	old	0.09103	0.15135	0.11147	0.16248	0.14384	0.12255	0.12481	0.14767	0.18517	0.22258	0.23384
SF	old	0.0956	0.13791	0.1037	0.14692	0.13319	0.11261	0.11353	0.13212	0.16647	0.19549	0.2028
SF	old	0.04467	0.13514	0.10125	0.09941	0.09289	0.09345	0.08925	0.12231	0.13173	0.14864	0.16107
SF	old	0.10271	0.15715	0.11489	0.16424	0.14576	0.12323	0.12463	0.15819	0.18251	0.21613	0.22935
SF	old	0.05881	0.18373	0.13489	0.13003	0.11858	0.1208	0.11526	0.16476	0.18188	0.20843	0.21498
SF	old	0.07905	0.14431	0.10595	0.15877	0.14413	0.11976	0.12299	0.14014	0.17215	0.19076	0.21035
