Status	Real age	Species	Age	time stored	3855.53371	3400.35314	3275.94998	2922.99216	2853.55784	1900.76462	1745.50175	1635.56407	1540.09188	1457.15644	1379.04282	1306.7154	1235.35235	1155.31	1076.23202	1028.97811	880.4658	525.57926	401.17609
SF	7	AR	7	26	0.00623	0.03647	0.05541	0.11127	0.08224	0.01261	0.05081	0.13083	0.11809	0.09606	0.0956	0.08654	0.09695	0.09859	0.12891	0.13547	0.07552	0.17403	0.19383
SF	7	AR	7	26	0.00423	0.04604	0.06709	0.18607	0.13137	0.01096	0.10592	0.14933	0.13065	0.12708	0.11773	0.10617	0.12679	0.15155	0.16943	0.17866	0.09018	0.1874	0.21387
SF	7	AR	7	26	0.00509	0.04162	0.06419	0.15027	0.10848	0.01248	0.07118	0.15537	0.14361	0.1215	0.12037	0.10857	0.12207	0.12827	0.16375	0.1772	0.09231	0.19035	0.20248
SF	7	AR	7	26	0.00424	0.05824	0.07936	0.12832	0.09596	0.01084	0.06786	0.14636	0.12457	0.11368	0.11274	0.10169	0.10947	0.1262	0.16004	0.18226	0.08734	0.18214	0.10472
SF	7	AR	7	26	0.00912	0.06731	0.09036	0.0723	0.05945	0.01411	0.019	0.16367	0.14493	0.10959	0.1158	0.10026	0.09961	0.09309	0.14611	0.15779	0.07669	0.19255	0.09589
SF	7	AR	7	26	0.0073	0.04793	0.07388	0.12979	0.09556	0.01591	0.04389	0.1724	0.15889	0.12195	0.12737	0.11518	0.12556	0.11865	0.16343	0.17599	0.0937	0.2023	0.21809
SF	7	AR	7	26	0.00662	0.04425	0.06747	0.14353	0.10459	0.01335	0.06965	0.15596	0.14378	0.12101	0.11953	0.10856	0.12293	0.13152	0.15925	0.1759	0.09061	0.17965	0.16966
SF	7	AR	7	26	0.00514	0.07921	0.11113	0.10665	0.08095	0.01246	0.03688	0.13766	0.12318	0.10616	0.11909	0.10417	0.10823	0.12628	0.17488	0.22133	0.09091	0.21761	0.16294
SF	7	AR	7	26	0.00608	0.04657	0.06838	0.14196	0.10341	0.01353	0.07111	0.13457	0.1182	0.10423	0.10407	0.09458	0.10646	0.13012	0.15759	0.18451	0.08712	0.16927	0.31358
SF	7	AR	7	26	0.00661	0.04645	0.07015	0.14436	0.10572	0.01542	0.06435	0.15524	0.14078	0.11578	0.11792	0.10655	0.11724	0.12751	0.16801	0.19099	0.09529	0.19373	0.17451
SF	7	AR	7	26	0.00681	0.0484	0.07486	0.17351	0.12426	0.01477	0.0816	0.16802	0.15136	0.12886	0.12761	0.11601	0.13302	0.14785	0.1866	0.21155	0.10304	0.25223	0.33166
SF	7	AR	7	26	0.00603	0.03743	0.05929	0.15018	0.10886	0.01473	0.07338	0.14024	0.12627	0.10959	0.10803	0.09925	0.11276	0.12171	0.15425	0.168	0.09173	0.1936	0.22734
SF	7	AR	7	26	0.00661	0.04246	0.06452	0.13432	0.09981	0.01531	0.05432	0.13888	0.12475	0.10386	0.10596	0.09693	0.10667	0.11128	0.15299	0.17334	0.0898	0.1859	0.19981
SF	7	AR	7	26	0.00392	0.05377	0.08083	0.16039	0.1161	0.01105	0.07738	0.15189	0.13155	0.11508	0.11538	0.10666	0.12066	0.13821	0.18812	0.22294	0.09804	0.20588	0.18032
SF	7	AR	7	26	0.00624	0.04703	0.077	0.14689	0.10671	0.01678	0.0492	0.19266	0.17234	0.12736	0.13593	0.12271	0.13446	0.1281	0.18303	0.19782	0.10164	0.21938	0.07897
SF	7	AR	7	26	0.011	0.03351	0.05045	0.0494	0.04116	0.01247	0.01366	0.11563	0.11198	0.07872	0.08319	0.07276	0.07463	0.06793	0.09628	0.09989	0.05709	0.12114	0.09334
